City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
664,Uglovskoye,RU,259.13,overcast clouds,51.3557,80.1942,"Ooo ""Premium"""
666,Cadillac,US,266.34,overcast clouds,44.2519,-85.4012,"Holiday Inn Express & Suites Cadillac, an IHG Hotel"
667,Toppenish,US,276.07,clear sky,46.3774,-120.3087,Legends Casino Hotel
668,Mao,ES,282.46,few clouds,39.8885,4.2658,ARTIEM Capri
672,Roncesvalles,CO,283.37,broken clouds,4.0108,-75.6049,Hotel San Marcos
673,Requena,ES,278.78,few clouds,39.4883,-1.1004,Hotel Avenida
674,Gornopravdinsk,RU,262.36,overcast clouds,60.05,69.9,Burovik
680,Leshukonskoye,RU,257.76,overcast clouds,64.8989,45.7622,Pryalitsa Hostel
683,Gazanjyk,TM,284.27,clear sky,39.2446,55.5154,Railway motel
684,Kalat,PK,284.17,clear sky,29.0225,66.5916,PHE Rest House
689,Streator,US,271.21,broken clouds,41.1209,-88.8354,AmericInn by Wyndham Streator
692,Craig,US,277.81,overcast clouds,40.5153,-107.5464,"Candlewood Suites Craig-Northwest, an IHG Hotel"
695,Palmer,US,272.81,snow,42.1584,-72.3287,Wedgewood Motel
696,Baker City,US,273.24,broken clouds,44.7749,-117.8344,Bridge Street Inn
701,Sroda Wielkopolska,PL,271.51,overcast clouds,52.2284,17.2762,Hotel Restauracja Wielkopolanka
702,Yuncheng,CN,284.13,clear sky,35.0231,110.9928,晋州快捷酒店
706,Haukipudas,FI,259.18,broken clouds,65.1765,25.3523,Hotel Samantta
707,Yankton,US,277.29,few clouds,42.8711,-97.3973,"Holiday Inn Express & Suites Yankton, an IHG Hotel"
708,Sochi,RU,284.2,moderate rain,43.6,39.7303,Bounty Hotel
709,Clonakilty,IE,278.76,overcast clouds,51.6231,-8.8706,Inchydoney Island Lodge & Spa
711,Bytow,PL,269.09,overcast clouds,54.1706,17.4919,Centrum UŁAN SPA
715,Bahia Blanca,AR,287.77,overcast clouds,-38.7196,-62.2724,Hotel Argos
722,Xingcheng,CN,281.36,overcast clouds,40.6167,120.7167,New Century Hotel
727,Havelock,US,279.12,few clouds,34.8791,-76.9013,Sherwood Motel
730,Imperia,IT,277.82,overcast clouds,43.9667,7.7833,La Stregatta
731,Inuvik,CA,255.65,overcast clouds,68.3499,-133.7218,Nova Inn Inuvik
734,Komsomolskiy,UZ,280.55,haze,40.4272,71.7189,Ikathouse
735,Brae,GB,280.38,overcast clouds,60.3964,-1.3530000000000002,Busta House Hotel
737,Zhanaozen,KZ,281.11,scattered clouds,43.3,52.8,K.korabay 28A
738,Tvrdosin,SK,272.39,broken clouds,49.336999999999996,19.555999999999997,Hotel Limba
741,Skibbereen,IE,279.04,overcast clouds,51.55,-9.2667,The West Cork Hotel
747,Notre-Dame-Du-Lac,CA,258.64,overcast clouds,47.6136,-68.7964,Auberge La Dolce Vita
748,Asyut,EG,286.49,broken clouds,27.180999999999997,31.1837,Florence Hotel Assiut
753,Bay Roberts,CA,274.29,overcast clouds,47.5999,-53.2648,Stonewall Inn
754,Kenai,US,265.2,overcast clouds,60.5544,-151.2583,Aspen Extended Stay Suites
755,Itapeva,BR,285.1,few clouds,-23.9822,-48.8756,Grand Hotel Itapeva
756,Wencheng,CN,287.63,clear sky,33.0559,113.7978,Ruyi Hostel
757,Sinjar,IQ,284.03,overcast clouds,36.3209,41.8754,زوماني فون 1
758,Kamarion,GR,286.99,clear sky,36.8,25.8167,Rooms Eleni
760,Nemuro,JP,277.06,broken clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
761,Riverton,US,282.6,overcast clouds,40.5219,-111.9391,Ramada by Wyndham Draper
764,Tvoroyri,FO,278.81,overcast clouds,61.5556,-6.8111,Hilmarsstova a Hobbit Hole
765,Penhold,CA,265.84,broken clouds,52.1334,-113.8687,Harvard Park Business Ctr Ltd
766,Khash,IR,286.95,broken clouds,28.2211,61.2158,خوابگاه آبجی محدثه
770,Pyaozerskiy,RU,255.66,overcast clouds,65.8333,31.1667,Taratuga
773,Ust-Nera,RU,235.69,overcast clouds,64.5667,143.2,Hotel Ust-Nera
780,Broome,US,271.32,overcast clouds,42.2506,-75.833,Chenango Valley State Park
782,Charlottesville,US,274.42,clear sky,38.0293,-78.4767,Hampton Inn & Suites Charlottesville-At The University
785,Maniitsoq,GL,270.73,overcast clouds,65.4167,-52.9,Hotel Heilmann Lyberth
786,Maksatikha,RU,252.88,broken clouds,57.797,35.8825,"Hotel ""Mologa"""
787,Ryotsu,JP,284.64,few clouds,38.0833,138.4333,Sadokamoko Onsen Kohanno Yado Yoshidaya
790,Luzhou,CN,286.55,overcast clouds,28.8724,105.4405,Shijichun Hotel
791,Oldenzaal,NL,275.21,scattered clouds,52.3,6.9333,Hotel 't Kruisselt
792,Recco,IT,280.03,light rain,44.3623,9.1435,Albergo Augusta
793,Puerto Madryn,AR,283.98,clear sky,-42.7692,-65.0385,Hotel Tolosa
794,Terni,IT,276.16,light rain,42.6833,12.3167,La Tenuta dei Ciclamini • Relais Nature
796,Skovorodino,RU,262.67,overcast clouds,53.9833,123.9167,Amur
798,Carballo,ES,286.35,overcast clouds,43.213,-8.691,Pazo do Souto
804,Nantucket,US,277.67,overcast clouds,41.2835,-70.0995,Jared Coffin House
807,Hibbing,US,265.93,overcast clouds,47.4272,-92.9377,Americas Best Value Inn Hibbing
812,Kemijarvi,FI,255.63,broken clouds,66.7131,27.4306,Hotelli Kemijärvi
815,Nara,JP,289.77,few clouds,34.6851,135.8049,Guesthouse Nara Komachi
818,Anju,KP,279.64,overcast clouds,39.6178,125.6647,Super Secret Russian Base
819,Jining,CN,285.78,clear sky,35.405,116.5814,Yunhe Star Hotel
821,Sioux Lookout,CA,262.36,overcast clouds,50.1001,-91.917,Knobby's Fly-In Camps
826,Minot,US,276.27,few clouds,48.2325,-101.2963,Noble Inn
830,Tofield,CA,269.72,clear sky,53.3668,-112.6686,Tofield Hotel
831,Varhaug,NO,277.86,overcast clouds,58.6147,5.6457,Jonas Bue
832,Selma,US,285.18,broken clouds,36.5708,-119.6121,"Holiday Inn Selma-Swancourt, an IHG Hotel"
833,Port-Cartier,CA,257.58,overcast clouds,50.0334,-66.8654,Le Q'Artier
834,Cedral,MX,289.73,few clouds,23.8,-100.7333,Hotel Rocio
835,Belyy Yar,RU,264.09,clear sky,53.6039,91.3903,Pasportnyy Stol
838,Rawson,AR,284.12,clear sky,-43.3002,-65.1023,Hosteria Sampedro
839,Hangu,CN,279.17,overcast clouds,39.2489,117.7892,Chongli Xuexiang Family Express Inn
840,Sheltozero,RU,258.02,overcast clouds,61.3667,35.3667,The village of Vanino
841,Maldonado,UY,289.81,overcast clouds,-34.6667,-54.9167,La Cimarrona
842,Plouzane,FR,280.18,broken clouds,48.3833,-4.6167,Lymina
843,Ostersund,SE,269.6,overcast clouds,63.1792,14.6357,Best Western Hotel Gamla Teatern
844,Prosotsani,GR,282.31,clear sky,41.1833,23.9667,Εργοστάσιο - Αγγίτης
850,Shobara,JP,288.65,few clouds,34.85,133.0167,Kampo-no-sato Shobara
851,Mombetsu,JP,277.03,clear sky,44.3525,143.3525,Okhotsk Palace Hotel
854,Yingcheng,CN,289.94,clear sky,30.95,113.55,Yingcheng Hotel
860,Hinton,CA,266.31,broken clouds,53.4001,-117.5857,Econo Lodge & Suites
861,Yaransk,RU,273.34,overcast clouds,57.3033,47.8861,Центральная Гостиница
862,Assiniboia,CA,271.55,light snow,49.6334,-105.9845,Canalta Hotel Assiniboia
863,Powell River,CA,275.93,overcast clouds,49.8496,-124.5361,Rodmay Hotel
866,Gat,IL,286.99,broken clouds,31.61,34.7642,OlusHome
867,Helong,CN,278.07,overcast clouds,42.5397,128.9972,Helong Hotel
868,Chardara,KZ,284.65,clear sky,41.2547,67.9692,Жанаргул
870,San Rafael,AR,287.99,overcast clouds,-34.6177,-68.3301,Hotel San Rafael
879,Vore,AL,281.83,broken clouds,41.3908,19.655,Hotel Class
880,Tandil,AR,286.33,overcast clouds,-37.3217,-59.1332,HOSTAL DE LA SIERRA TANDIL
885,Qujing,CN,288.45,overcast clouds,25.4833,103.7833,Yulong Hotel
886,Woodland,US,284.85,mist,38.6785,-121.7733,Hampton Inn & Suites Woodland-Sacramento Area
888,Santa Vitoria Do Palmar,BR,289.51,broken clouds,-33.5189,-53.3681,Hostel Comodoro
889,Beauvais,FR,277.48,overcast clouds,49.4167,2.0,LA GRANGE DE GEORGES
890,Alsfeld,DE,275.4,overcast clouds,50.75,9.2667,Hotel Krone
891,Weiser,US,276.26,scattered clouds,44.251000000000005,-116.9693,The Colonial Motel
892,Monroe,US,271.59,light snow,43.1501,-77.6831,"Staybridge Suites Rochester University, an IHG Hotel"
893,Nizhnyaya Omka,RU,254.85,scattered clouds,55.4338,74.9426,"Gostinitsa Om', Zhkkh"
898,Murmino,RU,268.89,light snow,54.6036,40.0544,Country house Alekanovo
900,Griffith,US,271.98,clear sky,41.5284,-87.4237,"Motel 6 Hammond, IN - Chicago Area"
901,Bardiyah,LY,286.97,clear sky,31.7561,25.0865,بورتو بردية
903,Dzhankoy,UA,281.53,overcast clouds,45.7167,34.4,"ОТЕЛЬ ""Карпаты"""
904,Camargo,MX,289.83,scattered clouds,27.6667,-105.1667,Hotel Santa Fe
905,Havre-Saint-Pierre,CA,262.82,overcast clouds,50.2334,-63.5986,Auberge Niapiskau
907,Gilgit,PK,279.27,broken clouds,35.9221,74.3087,Tourist Hamlet Gilgit
908,Cananea,MX,283.57,overcast clouds,30.95,-110.3,Casas Montoya
917,Canete,CL,287.78,clear sky,-37.8,-73.4,Alojamiento El Alero Criollo
919,Krupina,SK,274.72,light snow,48.3554,19.0647,Ubytovňa Kataster
922,Hereford,GB,279.33,broken clouds,52.0568,-2.7148,The Green Dragon Hotel
926,Gonen,TR,278.52,broken clouds,40.1049,27.654,Gönen Palmiye Butik Pansiyon
928,Leskovik,AL,278.46,overcast clouds,40.1514,20.5972,Pylli i Vrepckës
929,Mersin,TR,283.79,clear sky,36.861999999999995,34.6509,Nostalgia Boutique Hotel
930,Dumas,US,289.07,clear sky,35.8656,-101.9732,"Holiday Inn Express & Suites Dumas, an IHG Hotel"
933,Dunmanway,IE,278.7,light rain,51.7167,-9.1167,Galvins On The Green B&B
937,Batsfjord,NO,264.11,clear sky,70.6345,29.7185,Adventure Apartements
938,Andenes,NO,266.14,clear sky,69.3143,16.1194,Hotell Marena
940,Lure,FR,276.19,overcast clouds,47.75,6.5,Gîte Les Tourbières Belmont
941,Beian,NO,274.27,clear sky,63.6559,9.5683,"Fjord-Fishing AS, Property & Housing Co."
943,Beyneu,KZ,279.1,overcast clouds,45.3167,55.2,NUR
945,Deputatskiy,RU,238.18,overcast clouds,69.3,139.9,Baza Otdykha
947,Xining,CN,275.12,few clouds,36.6167,101.7667,Super Leisure Hotel
948,Shimanovsk,RU,268.46,overcast clouds,52.0,127.7,Гостиница Домашняя
951,Thurso,GB,276.12,scattered clouds,58.5927,-3.5259,Weigh Inn Hotel
958,Tolentino,IT,279.48,overcast clouds,43.2126,13.2901,Hotel Cluentum
959,Asfi,MA,287.14,clear sky,32.2994,-9.2372,Hôtel Abda
962,Chavinda,MX,286.86,clear sky,20.0167,-102.45,casa del que anuncia
969,Copiapo,CL,285.98,few clouds,-27.3667,-70.3333,San Francisco de La Selva
971,Yabrud,SY,277.96,scattered clouds,33.9674,36.6574,صالون مها حيدر - Salon Maha
972,Kenora,CA,266.14,light snow,49.8167,-94.4337,Maynard Lake Lodge
973,Ondarroa,ES,283.11,light rain,43.3167,-2.4167,Hotel Arbe
974,Muroto,JP,287.46,clear sky,33.2833,134.15,Oota Ryokan
976,Cumberland,US,276.74,mist,35.0502,-78.8664,American Eagle Inn
979,Marystown,CA,275.85,overcast clouds,47.1666,-55.1483,Marystown Hotel & Convention Centre
983,Mayna,RU,271.75,overcast clouds,54.1135,47.6231,Gostinnitsa
984,Usinsk,RU,249.86,few clouds,65.9939,57.5281,Dobro Pozhalovaty
985,Mahon,ES,282.46,few clouds,39.8885,4.2658,ARTIEM Capri
988,Amurzet,RU,266.47,broken clouds,47.6967,131.0981,Gostinitsa Kvartirnogo Tipa
989,Nizhniy Kuranakh,RU,261.96,overcast clouds,58.8353,125.4869,Park Pobedy
990,Moose Factory,CA,246.34,few clouds,51.2585,-80.6094,Moosonee Lilypad
992,Saint-Denis,FR,277.65,clear sky,48.9167,2.3333,ibis budget Paris Porte de Montmartre
993,Chesma,RU,263.41,overcast clouds,53.8111,60.6533,Gostinitsa
994,Shizuishan,CN,278.47,clear sky,39.2333,106.7694,Xingji Hotel
995,Cuenca,EC,285.83,overcast clouds,-2.8833,-78.9833,Hotel Cuenca
998,Svarstad,NO,273.35,light snow,59.398999999999994,9.9698,Sogn Gjestegard
999,Prince Rupert,CA,276.2,light rain,54.3161,-130.3201,Crest Hotel
1001,Port Hueneme,US,289.19,overcast clouds,34.1478,-119.1951,Hampton Inn Channel Islands Harbor
1005,Binzhou,CN,286.08,overcast clouds,37.3667,118.0167,Hampton By Hilton Binzhou
1006,Anchorage,US,265.19,broken clouds,61.2181,-149.9003,Hotel Captain Cook
1007,Lujiang,CN,289.61,clear sky,31.2581,117.2817,GreenTree Inn Hefei Lujiang County Jinjie 1 Express Hotel
1009,Pinsk,BY,268.71,overcast clouds,52.1229,26.0951,Smart Business Hotel
1017,Williamsport,US,273.18,overcast clouds,41.2412,-77.0011,Hampton Inn Williamsport-Downtown
1019,Maneadero,MX,287.65,clear sky,31.7167,-116.5667,Casa De Thompson
1020,Zlobin,HR,275.76,broken clouds,45.2924,14.6541,Hotel Bitoraj Fuzine
1021,Gazimurskiy Zavod,RU,266.96,overcast clouds,51.5461,118.3266,Gostinitsa Gazimur
1022,Trollhattan,SE,273.38,overcast clouds,58.2333,12.4167,Dammen logi
1023,Zubtsov,RU,256.53,scattered clouds,56.1753,34.5894,Rogovo
1025,Russell,US,278.72,few clouds,32.3502,-85.1999,Macs
1026,Kushiro,JP,276.05,scattered clouds,42.975,144.3747,Toyoko Inn Kushiro Jujigai
1027,Baturyn,UA,274.45,overcast clouds,51.3457,32.8779,Vitryla Myklukho-Maklaya
1028,Akhtubinsk,RU,277.41,light rain,48.2795,46.1722,Vzlet
1030,Falmouth,GB,280.65,overcast clouds,50.1544,-5.0711,The Falmouth Hotel
1031,Macon,US,274.13,clear sky,39.8667,-88.9668,Haworth Cottage
1035,Grafton,US,271.38,light snow,42.207,-71.6856,The Grafton Inn
1037,Alcala De Henares,ES,281.31,clear sky,40.4821,-3.36,Parador de Alcalá de Henares
1038,Menzelinsk,RU,269.73,overcast clouds,55.7271,53.1026,Odzun
1041,Premia De Mar,ES,282.22,clear sky,41.4921,2.3652,Hotel Vila de Premià
1043,El Rosario,MX,288.23,scattered clouds,24.2556,-107.1828,Mi casa
1044,Sarkand,KZ,266.59,broken clouds,45.41,79.9186,Гостиница Сарканд
1046,Kuytun,RU,259.06,broken clouds,54.3419,101.5036,Gostinitsa Tsentral'naya
1050,Terrace,CA,274.5,light rain,54.5163,-128.6035,Northern Motor Inn
1054,Terney,RU,277.0,scattered clouds,45.0503,136.6092,"Hotel ""Ternay"""
1055,Stolin,BY,269.2,overcast clouds,51.8912,26.846,Stolinskiy Khlebozavod
1056,Marienburg,PL,267.66,overcast clouds,54.0359,19.0266,Hotel Centrum Malbork
1057,Lander,US,278.69,clear sky,42.833,-108.7307,"Holiday Inn Express & Suites Lander, an IHG Hotel"
1059,Varnavino,RU,266.51,light snow,57.4035,45.0916,Sibles PG Inn
1060,Limoges,FR,274.46,fog,45.75,1.3333,Hôtel Le Saint Eloi Logis & SPA - Restaurant C. Pasquier
1063,Fuling,CN,289.51,clear sky,29.7022,107.3919,Yingbin Hostel
1064,Khor,RU,268.19,scattered clouds,47.8861,134.9464,Gostinitsa Deksi
1065,Caluquembe,AO,289.94,light rain,-13.7833,14.6833,Hotel Kalukembe
1068,Zanjan,IR,279.71,overcast clouds,36.6736,48.4787,Qasr Hotel
1069,Bashmakovo,RU,273.13,overcast clouds,53.2133,43.0342,Gostinitsa Ip Makarov
1072,Tawang,IN,285.41,clear sky,27.5833,91.8667,Hotel Mount View
1073,Grindavik,IS,275.41,snow,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
1074,Kalyazin,RU,254.13,broken clouds,57.2403,37.8433,Hotel Kalyazin
1076,Solvychegodsk,RU,254.59,overcast clouds,61.3305,46.9156,"Vychegda, Gostinitsa"
1079,Kapuskasing,CA,246.21,broken clouds,49.4169,-82.4331,Park Inn Motel
1080,Salisbury,GB,279.54,clear sky,51.0693,-1.7957,Mercure Salisbury White Hart Hotel
1082,Yar-Sale,RU,262.47,overcast clouds,66.8333,70.8333,Yalemd
1083,Dingli,MT,287.24,broken clouds,35.8614,14.3822,The Xara Palace Relais & Chateaux
1088,Kangaatsiaq,GL,267.31,overcast clouds,68.3065,-53.4641,Nukissiorfiit
1090,Bluefield,US,273.03,clear sky,37.2698,-81.2223,Economy Inn
1091,Northam,GB,281.27,scattered clouds,51.0333,-4.2167,Durrant House Hotel
1092,Kargasok,RU,258.89,overcast clouds,59.0556,80.8572,Hotel Kargasok
1097,Grants Pass,US,279.88,overcast clouds,42.43899999999999,-123.3284,La Quinta Inn & Suites by Wyndham Grants Pass
1098,Ust-Ishim,RU,262.37,overcast clouds,57.6935,71.1665,"Velichko T.p., Gostinitsa"
1099,Palana,RU,257.76,overcast clouds,59.1167,159.9667,Chikago
1100,Kijang,KR,287.11,overcast clouds,35.2442,129.2139,Samyang Beach Villa
1102,Huangnihe,CN,273.51,overcast clouds,43.5583,128.0239,Huangnihe Forestry Bureau Huanglin Hotel
1103,Samokov,BG,268.53,few clouds,42.3333,23.55,The Castle Hotel
1105,Valley City,US,269.7,clear sky,46.9233,-98.0032,AmericInn by Wyndham Valley City Conference Center
1108,Jasper,US,282.97,clear sky,37.2001,-94.3502,Guest House Motel
1113,Vila,PT,280.23,overcast clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
1115,Olivet,FR,273.77,scattered clouds,47.8622,1.8991,Hôtel-Restaurant Le Rivage
1117,Ojinaga,MX,288.94,clear sky,29.5667,-104.4167,Suites Las Palmas
1121,Saint Anthony,US,269.34,clear sky,45.0205,-93.21799999999999,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
1128,Matosinhos,PT,286.37,mist,41.1821,-8.6891,"Holiday Inn Express Porto - Exponor, an IHG Hotel"
1130,San Jose,US,285.69,broken clouds,37.3394,-121.895,The Westin San Jose
1131,Fort Erie,CA,271.99,scattered clouds,42.9001,-78.9329,Buffalo Grand Hotel & Event Center
1132,Tigil,RU,258.43,broken clouds,57.8,158.6667,Tigil'
1142,Terekli-Mekteb,RU,281.27,overcast clouds,44.1671,45.8698,"Gostevoy Dvor ""U Gul'zary"""
1144,Bronnoysund,NO,273.15,clear sky,65.4625,12.1997,Corner Hotel
1146,Ningxiang,CN,276.94,clear sky,37.34,111.2052,IU Hotel Luliang Xiaoyi Zhenxing Street
1148,Shiyan,CN,288.16,clear sky,32.6475,110.7781,Fenghuang Garden Holiday Hotel
1149,Torrington,US,272.73,overcast clouds,41.8007,-73.1212,The Yankee Pedlar Inn
1152,Meadow Lake,US,283.58,scattered clouds,34.8014,-106.5436,TumbleWeed RV Park
1154,Kuybyshevo,RU,279.5,broken clouds,47.8123,38.9073,Мини-отель Искра
1156,Tazmalt,DZ,281.57,broken clouds,36.3868,4.3989,Hôtel Numédia
1157,Huron,US,272.83,scattered clouds,41.1501,-82.5499,Meadow Brook Mobile Estates
1158,Muros,ES,286.95,broken clouds,42.7762,-9.0603,Apartment Av. Castelao
1160,Cuiluan,CN,274.46,overcast clouds,47.72,128.648,Shuncheng Hotel
1161,Cortez,US,276.87,overcast clouds,37.3489,-108.5859,Sand Canyon National 9 Inn
1163,Klyuchi,RU,256.72,scattered clouds,52.2667,79.1667,Vesolaya Mayovka
1164,Urengoy,RU,263.45,overcast clouds,65.9667,78.3667,Gostinnitsa Medveditsa
1165,Kinsale,IE,278.84,light rain,51.7075,-8.5306,Actons Hotel Kinsale
1166,Zarubino,RU,276.41,broken clouds,42.63,131.0922,Okean
1167,Snezhnogorsk,RU,248.03,broken clouds,69.1933,33.2531,Severnoye Siyaniye
1172,Channel-Port Aux Basques,CA,271.37,light snow,47.5702,-59.1367,St. Christopher's Hotel
1173,Wicklow,IE,275.4,broken clouds,53.0,-6.4167,Glenmalure Hostel
1174,Revda,RU,268.6,overcast clouds,56.801,59.9303,Gostinitsa Metallurg
1175,Bulgan,MN,268.12,broken clouds,48.8125,103.5347,Unitel Булган салбар
1178,Tinglev,DK,276.27,overcast clouds,54.931000000000004,9.2524,Uge Lystfiskeri og Camping
1179,Rabat,MA,284.28,scattered clouds,33.9911,-6.8401,Hôtel Mercure Rabat Sheherazade
1181,Glendive,US,277.5,clear sky,47.1053,-104.7125,Baymont by Wyndham Glendive
1182,Qaqortoq,GL,270.43,broken clouds,60.7167,-46.0333,Siniffik Inn
1184,Lisieux,FR,280.0,broken clouds,49.1667,0.1667,La ville au calme
1185,Lerwick,GB,280.82,overcast clouds,60.1545,-1.1494,The Lerwick Hotel
1187,Madaba,JO,283.53,broken clouds,31.5833,35.6667,مزرعة القيسي
1190,Jiangyou,CN,285.3,broken clouds,31.7667,104.7167,Shangping Shuyuan Inn
1192,Williams Lake,CA,269.91,light snow,52.1415,-122.1445,Stampeder Motel
1193,Sant Feliu De Guixols,ES,282.59,clear sky,41.7833,3.0333,Eden Roc Mediterranean Hotel & Spa
1196,North Myrtle Beach,US,278.77,fog,33.816,-78.68,Avista Resort
1199,Midyat,TR,280.94,light rain,37.4247,41.3393,Hotel Kasr-i Nehroz
1200,Colares,PT,286.42,broken clouds,38.7992,-9.4469,Arribas Sintra Hotel
1201,Vestmanna,FO,277.66,overcast clouds,62.1564,-7.1664,Vestmanna Camping
1203,Nakamura,JP,288.06,clear sky,32.9833,132.9333,Hotel Crown Hills Nakamura
1204,Atbasar,KZ,256.86,broken clouds,51.8,68.3333,Гостиничный Комплекс Saad
1206,San Ramon,US,284.71,overcast clouds,37.7799,-121.978,San Ramon Marriott
1207,Denton,US,289.49,clear sky,33.2001,-97.1336,Hilton Garden Inn Denton
1210,Abnub,EG,286.54,broken clouds,27.2696,31.1511,Romany Adly Gad
1212,Lata,PT,285.27,overcast clouds,40.1629,-8.3327,Casa Maquia
1213,Opmeer,NL,278.16,scattered clouds,52.7067,4.9444,Bed & Breakfast De Koegang
1218,Macomb,US,273.24,clear sky,40.4592,-90.6718,Hampton Inn Macomb
1220,Rognan,NO,268.23,few clouds,67.0953,15.3878,Rognan Hotell
1222,Nekhayevskiy,RU,274.0,overcast clouds,50.4106,41.7561,Gostevoy Dom St. Nekhaevskaya Zhil'yo Posutochno
1223,Aras,ES,275.38,overcast clouds,42.5617,-2.356,Jardines de Viana Spa
1225,Alberton,CA,269.22,snow,46.8168,-64.0654,La Petite France B&B
1226,General Pico,AR,287.67,scattered clouds,-35.6566,-63.7568,Euskadi Hotel
1229,Kerman,IR,283.07,clear sky,30.2832,57.0788,هتل آپارتمان آسام
1231,Darnah,LY,287.1,broken clouds,32.766999999999996,22.6367,فندق الفردوس
1233,Zeya,RU,264.35,overcast clouds,53.75,127.2667,Kapital Inn
1235,Flagstaff,US,277.82,broken clouds,35.1981,-111.6513,Drury Inn & Suites Flagstaff
1239,Straumen,NO,274.15,overcast clouds,63.8709,11.2999,Jægtvolden Fjordhotell
1240,Villazon,BO,283.61,overcast clouds,-22.0866,-65.5942,La Candelaria
1242,Golden,US,283.5,clear sky,39.7555,-105.2211,"The Golden Hotel, Ascend Hotel Collection"
1246,Arkhara,RU,270.71,overcast clouds,49.4212,130.0842,"Gostinitsa ""Arkhara"""
1248,Pingliang,CN,282.13,clear sky,35.5392,106.6861,North Gate Hostel
1249,Pachino,IT,286.17,few clouds,36.7186,15.0907,Pietra Bianca B&B
1250,Nyurba,RU,246.05,overcast clouds,63.2842,118.3319,Gostinitsa Alrosa
1258,Elizabeth City,US,278.16,clear sky,36.2946,-76.2511,Hampton Inn Elizabeth City
1259,Kiruna,SE,253.66,light snow,67.8557,20.2251,Camp Ripan
1260,Desaguadero,PE,282.0,moderate rain,-16.5656,-69.0417,av. panamericana 264 desaguadero hotel
1262,Karlskoga,SE,273.77,overcast clouds,59.3267,14.5239,Hotel Alfred Nobel
1265,Dalbandin,PK,288.58,clear sky,28.8947,64.4101,Gidaan Guest House
1266,Vienne,AT,274.66,snow,48.2085,16.3721,Hotel Royal
1267,Rincon,US,284.18,broken clouds,32.296,-81.2354,Days Inn Rincon
1270,Ventspils,LV,262.11,clear sky,57.3894,21.5606,Jūras brīze
1271,Qiqihar,CN,272.26,overcast clouds,47.3408,123.9672,Ji Hotel Qiqihar Bu Kui Street
1273,Bemidji,US,266.97,overcast clouds,47.4736,-94.8803,Hampton Inn & Suites Bemidji
1275,Dingtao,CN,286.12,clear sky,35.0683,115.5625,VX Heze Dingtao District Taoyi Road Hotel
1278,Stryn,NO,275.64,overcast clouds,61.9045,6.7226,Visnes Hotel Stryn
1279,Samur,RU,283.3,clear sky,41.8253,48.486000000000004,Samur
1280,San Carlos De Bariloche,AR,286.01,clear sky,-41.1456,-71.3082,Hotel Patagonia
1281,Rawlins,US,275.27,light snow,41.7911,-107.2387,"Holiday Inn Express Rawlins, an IHG Hotel"
1282,Solnechnyy,RU,267.87,broken clouds,50.7214,136.6319,Hotel complex Pastoral
1283,Krasnyy Kut,RU,272.45,overcast clouds,50.95,46.9667,Yubileynaya
1285,Balykshi,KZ,275.15,clear sky,47.0667,51.8667,Гостиница Golden Rose
1288,Teruel,ES,277.13,light snow,40.6667,-0.6667,La Parra
1289,Verkhnyaya Toyma,RU,254.15,overcast clouds,62.2349,44.9985,Gostinitsa Sportivnaya
1290,Neryungri,RU,263.56,overcast clouds,56.6709,124.6491,Pyat' Zvozd
1291,Bogorodskoye,RU,259.87,broken clouds,56.55,37.8833,Sosnoviy Bor
1297,Morag,PL,267.05,broken clouds,53.9171,19.926,Hotel ELEKTOR
1299,Arnissa,GR,275.59,few clouds,40.8,21.8333,Guesthouse 4 Seasons
1302,Silistea,RO,274.0,broken clouds,44.3833,25.35,Marius Ene
1305,Malia,GR,288.52,scattered clouds,35.2833,25.4667,Kalypso Hotel
1307,Caernarfon,GB,281.3,scattered clouds,53.1413,-4.2702,Taldrwst Farmhouse
1308,Babushkin,RU,267.27,light snow,51.7122,105.8647,Отдых на Байкале!(жилье)
1311,Aksha,RU,269.78,overcast clouds,50.2814,113.2867,Vizit
1314,Bijie,CN,282.7,overcast clouds,27.3125,105.2942,Four Points by Sheraton Bijie
1317,Polyarnyy,RU,248.41,broken clouds,69.1989,33.4478,Hotel Tatyana
1318,Atasu,KZ,258.26,clear sky,48.6814,71.6433,Dostyk
1321,Khorinsk,RU,265.66,scattered clouds,52.1657,109.7726,Uda
1327,Lvovskoye,RU,282.65,overcast clouds,44.9944,38.6354,Gostevoy Dom
1328,Kumano,JP,287.68,clear sky,34.3442,132.5894,ホテル コラソン
1335,Neuquen,AR,284.09,clear sky,-38.9516,-68.0591,Hotel del Comahue
1336,Tateyama,JP,289.32,few clouds,34.9833,139.8667,Tateyama Seaside Hotel
1337,Boddam,GB,278.36,overcast clouds,57.4667,-1.7833,Palace Hotel
1339,Magadan,RU,246.74,clear sky,59.5667,150.8,Magadan hotel
1341,Abashiri,JP,278.31,clear sky,44.0213,144.2697,Tōyoko Inn Hokkaidō Okhotsk Abashiri Ekimae
1343,Centralia,US,277.05,overcast clouds,46.7162,-122.9543,Peppermill Inn
1348,Pietarsaari,FI,260.31,broken clouds,63.65,22.6833,Jakobstad City Hotel Pietarsaari
