City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
259,Lipin Bor,RU,2021-12-09 05:55:32,60.2622,37.9763,254.18,99,91,1.96,overcast clouds
260,Ulladulla,AU,2021-12-09 05:55:34,-35.35,150.4667,294.65,78,55,6.05,broken clouds
261,Poum,NC,2021-12-09 05:55:35,-20.2333,164.0167,301.22,76,15,4.0,few clouds
262,Haicheng,CN,2021-12-09 05:55:36,40.8516,122.7475,280.25,67,100,4.7,overcast clouds
263,Pangkalanbuun,ID,2021-12-09 05:55:38,-2.6833,111.6167,304.49,62,70,2.66,light rain
264,Dikson,RU,2021-12-09 05:55:39,73.5069,80.5464,250.27,96,100,7.36,overcast clouds
265,Luderitz,NA,2021-12-09 05:55:41,-26.6481,15.1594,291.19,71,0,3.76,clear sky
266,La Ronge,CA,2021-12-09 05:55:43,55.1001,-105.2842,258.29,78,90,0.0,snow
267,Son La,VN,2021-12-09 05:55:44,21.3167,103.9,295.18,61,27,2.05,scattered clouds
268,Araouane,ML,2021-12-09 05:55:45,18.9048,-3.5265,289.65,17,91,4.61,overcast clouds
269,Shingu,JP,2021-12-09 05:55:46,33.7333,135.9833,288.7,56,2,1.55,clear sky
270,Rio Negro,BR,2021-12-09 05:55:48,-26.1058,-49.7975,285.73,100,35,0.47,scattered clouds
271,Svetlogorsk,BY,2021-12-09 05:55:49,52.6333,29.7333,269.07,93,100,4.7,overcast clouds
272,Albacete,ES,2021-12-09 05:55:50,38.8333,-2.0,276.6,81,0,5.14,clear sky
273,Batagay-Alyta,RU,2021-12-09 05:55:52,67.8006,130.4114,237.29,91,97,1.22,overcast clouds
274,Portland,US,2021-12-09 05:54:20,45.5234,-122.6762,277.47,94,66,0.45,broken clouds
275,Richards Bay,ZA,2021-12-09 05:55:54,-28.783,32.0377,299.21,75,62,3.05,broken clouds
276,Bath,GB,2021-12-09 05:54:49,51.3779,-2.3591,280.25,84,44,4.07,scattered clouds
277,Tachov,CZ,2021-12-09 05:55:56,49.7953,12.6337,272.3,99,100,1.03,light snow
278,Sur,OM,2021-12-09 05:55:58,22.5667,59.5289,298.35,40,12,5.15,few clouds
279,Egvekinot,RU,2021-12-09 05:56:00,66.3167,-179.1667,248.02,87,100,3.93,overcast clouds
280,Lasa,IT,2021-12-09 05:56:01,46.6166,10.7002,271.56,93,100,3.57,light snow
281,Shinpokh,PK,2021-12-09 05:56:02,34.3292,71.1782,288.82,20,0,1.34,clear sky
282,Changde,CN,2021-12-09 05:56:04,29.0464,111.6783,290.88,38,1,0.34,clear sky
283,Harrisburg,US,2021-12-09 05:51:45,40.2737,-76.8844,274.31,64,40,1.79,scattered clouds
284,Bilma,NE,2021-12-09 05:56:06,18.6853,12.9164,287.12,20,30,3.55,scattered clouds
285,Victoria,HK,2021-12-09 05:55:18,22.2855,114.1577,298.13,65,0,0.89,clear sky
286,Omboue,GA,2021-12-09 05:56:08,-1.5746,9.2618,298.48,88,82,1.11,broken clouds
287,Taoudenni,ML,2021-12-09 05:56:10,22.6783,-3.9836,287.75,21,65,4.42,broken clouds
288,Mildura,AU,2021-12-09 05:56:11,-34.2,142.15,295.13,35,75,8.23,broken clouds
289,Tadine,NC,2021-12-09 05:56:12,-21.55,167.8833,300.88,75,35,4.39,scattered clouds
290,Sinnamary,GF,2021-12-09 05:56:14,5.3833,-52.95,298.22,91,100,4.25,overcast clouds
291,Sorland,NO,2021-12-09 05:56:15,67.667,12.6934,264.19,72,17,6.05,few clouds
292,Calama,CL,2021-12-09 05:56:16,-22.4667,-68.9333,284.42,24,9,6.69,clear sky
293,Bilibino,RU,2021-12-09 05:56:18,68.0546,166.4372,236.56,99,100,0.5,overcast clouds
294,Perth,AU,2021-12-09 05:54:32,-31.9333,115.8333,305.38,53,0,5.66,clear sky
295,Katangli,RU,2021-12-09 05:56:20,51.7102,143.2326,268.74,89,24,3.21,few clouds
296,Raudeberg,NO,2021-12-09 05:56:21,61.9875,5.1352,276.96,57,33,5.81,scattered clouds
297,Madison,US,2021-12-09 05:51:37,34.7334,-86.5667,278.56,70,1,0.45,clear sky
298,Bushehr,IR,2021-12-09 05:56:23,28.9684,50.8385,293.16,67,70,3.09,haze
299,Mount Isa,AU,2021-12-09 05:56:25,-20.7333,139.5,309.02,14,0,6.17,clear sky
300,Dingle,PH,2021-12-09 05:56:26,10.9995,122.6711,298.53,88,100,6.2,overcast clouds
301,Bako,ET,2021-12-09 05:56:27,5.7833,36.5667,297.54,41,32,0.86,scattered clouds
302,Sao Joao Da Barra,BR,2021-12-09 05:56:28,-21.6403,-41.0511,291.82,89,13,1.78,few clouds
303,Saint-Joseph,RE,2021-12-09 05:56:30,-21.3667,55.6167,301.35,71,57,3.64,broken clouds
304,Baykit,RU,2021-12-09 05:56:31,61.67,96.37,251.94,96,100,3.09,overcast clouds
305,San Cristobal,VE,2021-12-09 05:56:33,7.7669,-72.225,294.25,95,90,0.48,overcast clouds
306,Cockburn Town,TC,2021-12-09 05:52:21,21.4612,-71.1419,299.68,73,1,5.93,clear sky
307,Piotrkow Trybunalski,PL,2021-12-09 05:56:38,51.4055,19.7032,269.68,10,91,4.59,overcast clouds
308,Ulaangom,MN,2021-12-09 05:56:39,49.9811,92.0667,266.76,85,100,1.79,overcast clouds
309,Cooma,AU,2021-12-09 05:56:40,-36.2333,149.1333,285.02,93,90,7.2,light rain
310,Waddan,LY,2021-12-09 05:56:41,29.1614,16.139,282.21,35,8,3.24,clear sky
311,Berlevag,NO,2021-12-09 05:56:43,70.8578,29.0864,265.42,84,11,7.99,few clouds
312,Vernon,CA,2021-12-09 05:56:45,50.2581,-119.2691,272.49,82,77,1.54,broken clouds
313,Kanye,BW,2021-12-09 05:56:46,-24.9667,25.3327,293.31,63,98,6.52,overcast clouds
314,Lesnoye,RU,2021-12-09 05:56:47,58.2841,35.5158,252.83,100,67,1.22,broken clouds
315,Vardo,NO,2021-12-09 05:56:51,70.3705,31.1107,266.68,73,1,8.73,clear sky
316,Caxito,AO,2021-12-09 05:56:52,-8.5785,13.6643,298.51,93,99,1.74,overcast clouds
317,Zilair,RU,2021-12-09 05:56:53,52.2332,57.4392,262.15,77,100,3.04,overcast clouds
318,Sterling,US,2021-12-09 05:56:55,39.0062,-77.4286,275.56,64,90,3.58,overcast clouds
319,Karacabey,TR,2021-12-09 05:56:56,40.2152,28.4038,283.96,81,65,1.52,broken clouds
320,Osorno,CL,2021-12-09 05:56:57,-40.5667,-73.15,288.32,77,0,1.54,clear sky
321,Lakselv,NO,2021-12-09 05:56:58,70.0513,24.9718,262.05,78,20,6.69,light snow
322,Lokosovo,RU,2021-12-09 05:57:00,61.1333,74.8167,256.38,89,98,4.65,overcast clouds
323,Shimoda,JP,2021-12-09 05:57:01,34.6667,138.95,286.35,61,10,7.1,clear sky
324,Fayetteville,US,2021-12-09 05:54:25,35.0527,-78.8784,276.75,98,90,0.45,mist
325,Esperance,AU,2021-12-09 05:57:03,-33.8667,121.9,303.06,44,0,9.15,clear sky
326,Kahului,US,2021-12-09 05:57:04,20.8947,-156.47,298.06,80,38,2.68,scattered clouds
327,Nizhniy Odes,RU,2021-12-09 05:57:07,63.6445,54.856,258.57,97,93,1.9,overcast clouds
328,Lewiston,US,2021-12-09 05:55:27,44.1003,-70.2148,267.43,87,20,4.63,few clouds
329,Urusha,RU,2021-12-09 05:57:09,54.05,122.9,262.73,87,93,0.34,overcast clouds
330,Lazaro Cardenas,MX,2021-12-09 05:57:10,17.9583,-102.2,297.21,91,17,1.53,few clouds
331,Kirakira,SB,2021-12-09 05:57:11,-10.4544,161.9205,301.7,81,97,3.16,light rain
332,Mitu,CO,2021-12-09 05:57:13,1.1983,-70.1733,295.1,99,93,0.78,overcast clouds
333,Havoysund,NO,2021-12-09 05:57:14,70.9963,24.6622,267.28,83,32,7.02,light snow
334,Krasnoselkup,RU,2021-12-09 05:57:15,65.7,82.4667,262.37,90,100,7.89,overcast clouds
335,Fort Nelson,CA,2021-12-09 05:57:17,58.8053,-122.7002,263.92,86,90,0.0,light snow
336,Sinop,TR,2021-12-09 05:57:18,41.7711,34.8709,280.35,93,100,0.35,overcast clouds
337,Piacabucu,BR,2021-12-09 05:57:19,-10.4056,-36.4344,298.73,84,5,4.83,clear sky
338,Cabo San Lucas,MX,2021-12-09 05:54:54,22.8909,-109.9124,296.77,66,71,2.91,broken clouds
339,Kushnarenkovo,RU,2021-12-09 05:57:21,55.105,55.3508,264.36,76,100,5.23,overcast clouds
340,Asau,RO,2021-12-09 05:57:23,46.4333,26.4,273.68,77,48,0.38,scattered clouds
341,Te Anau,NZ,2021-12-09 05:57:24,-45.4167,167.7167,285.79,95,100,1.27,overcast clouds
342,Karratha,AU,2021-12-09 05:57:25,-20.7377,116.8463,309.59,34,51,6.07,broken clouds
343,Yellandu,IN,2021-12-09 05:57:26,17.6,80.3333,300.2,59,36,2.02,scattered clouds
344,Harper,LR,2021-12-09 05:57:28,4.375,-7.7169,299.03,87,2,3.24,light rain
345,Muravlenko,RU,2021-12-09 05:57:29,63.7898,74.523,258.88,77,100,9.59,overcast clouds
346,Ocampo,MX,2021-12-09 05:57:30,21.65,-101.5,284.9,33,2,2.42,clear sky
347,Lompoc,US,2021-12-09 05:54:21,34.6391,-120.4579,287.66,83,90,1.54,overcast clouds
348,Tuatapere,NZ,2021-12-09 05:57:33,-46.1333,167.6833,286.38,90,100,1.98,overcast clouds
349,Mount Gambier,AU,2021-12-09 05:57:34,-37.8333,140.7667,290.1,48,90,8.23,overcast clouds
350,Nishihara,JP,2021-12-09 05:57:35,26.1842,127.7558,295.75,46,20,5.66,few clouds
351,Rehoboth,NA,2021-12-09 05:57:36,-23.3167,17.0833,298.52,17,29,1.91,scattered clouds
352,Kichera,RU,2021-12-09 05:57:38,55.9375,110.0997,261.25,76,26,1.32,scattered clouds
353,Talnakh,RU,2021-12-09 05:57:39,69.4865,88.3972,254.93,99,100,2.96,light snow
354,Praxedis Guerrero,MX,2021-12-09 05:57:40,31.3667,-106.0167,289.9,30,100,3.09,overcast clouds
355,Yining,CN,2021-12-09 05:57:42,29.0361,114.5636,292.37,44,2,0.91,clear sky
356,Padang,ID,2021-12-09 05:57:43,-0.9492,100.3543,304.18,80,92,1.66,overcast clouds
357,Turayf,SA,2021-12-09 05:57:44,31.6725,38.6637,281.29,87,17,3.09,dust
358,Dombarovskiy,RU,2021-12-09 05:57:45,50.7587,59.5386,263.77,74,100,6.2,overcast clouds
359,Parfenyevo,RU,2021-12-09 05:57:47,58.484,43.4088,262.59,93,100,1.84,overcast clouds
360,Tromso,NO,2021-12-09 05:57:48,69.6496,18.957,266.16,68,40,8.75,scattered clouds
361,Annaka,JP,2021-12-09 05:57:49,36.3167,138.9,287.22,59,4,2.11,clear sky
362,Turan,VN,2021-12-09 05:57:50,16.0678,108.2208,300.14,69,40,4.12,scattered clouds
363,Arlit,NE,2021-12-09 05:57:52,18.7369,7.3853,287.49,18,11,2.33,few clouds
364,Kharp,RU,2021-12-09 05:57:53,66.8014,65.8081,257.22,88,96,4.82,overcast clouds
365,Rio Gallegos,AR,2021-12-09 05:57:54,-51.6226,-69.2181,286.18,54,0,8.23,clear sky
366,Bud,US,2021-12-09 05:57:57,39.447,-86.1758,270.7,86,35,2.52,scattered clouds
367,Port Blair,IN,2021-12-09 05:57:58,11.6667,92.75,301.37,62,95,6.61,overcast clouds
368,Oktyabrskoye,RU,2021-12-09 05:57:59,43.0645,44.7417,277.23,93,75,1.0,broken clouds
369,Katsuura,JP,2021-12-09 05:58:01,35.1333,140.3,287.65,69,82,10.35,broken clouds
370,Fairbanks,US,2021-12-09 05:55:32,64.8378,-147.7164,261.13,84,75,0.0,light snow
371,Tieling,CN,2021-12-09 05:58:04,42.2931,123.8414,279.22,63,100,3.87,overcast clouds
372,San Quintin,MX,2021-12-09 05:58:05,30.4833,-115.95,288.0,90,14,1.45,few clouds
373,Antofagasta,CL,2021-12-09 05:56:03,-23.65,-70.4,289.75,85,65,1.24,broken clouds
374,Aswan,EG,2021-12-09 05:58:08,24.0934,32.907,287.2,45,19,6.07,few clouds
375,Segamat,MY,2021-12-09 05:58:09,2.5148,102.8158,305.05,64,100,3.09,overcast clouds
376,Guthrie,US,2021-12-09 05:58:10,35.8789,-97.4253,285.2,79,98,11.35,overcast clouds
377,Kalemie,CD,2021-12-09 05:58:11,-5.9475,29.1947,296.47,80,64,0.14,broken clouds
378,Saldanha,ZA,2021-12-09 05:58:13,-33.0117,17.9442,290.18,82,13,4.01,few clouds
379,Lavrentiya,RU,2021-12-09 05:58:16,65.5833,-171.0,250.41,93,73,3.87,broken clouds
380,Ancud,CL,2021-12-09 05:58:17,-41.8697,-73.8203,288.89,85,0,0.49,clear sky
381,Guerrero Negro,MX,2021-12-09 05:58:19,27.9769,-114.0611,288.95,79,97,3.08,overcast clouds
382,Nokaneng,BW,2021-12-09 05:58:20,-19.6667,22.2667,299.27,52,97,3.12,overcast clouds
383,Beatrice,US,2021-12-09 05:58:21,40.2681,-96.747,281.42,53,75,5.14,broken clouds
384,Nizhniy Tsasuchey,RU,2021-12-09 05:58:23,50.5167,115.1333,269.21,59,100,7.09,overcast clouds
385,Barahona,DO,2021-12-09 05:58:25,18.2085,-71.1008,296.02,75,9,1.5,clear sky
386,Roma,US,2021-12-09 05:58:26,43.2128,-75.4557,271.55,92,90,2.57,light snow
387,Alyangula,AU,2021-12-09 05:58:28,-13.8483,136.4192,303.08,74,75,3.6,broken clouds
388,Chama,CH,2021-12-09 05:58:29,47.1821,8.4636,276.51,94,90,0.45,mist
389,Nioro,GM,2021-12-09 05:58:30,13.35,-15.75,295.13,21,26,2.56,scattered clouds
390,Dijkot,PK,2021-12-09 05:58:31,31.2167,72.9833,294.88,23,0,1.6,clear sky
391,Arawa,PG,2021-12-09 05:58:33,-6.2132,155.5367,299.94,88,97,1.14,moderate rain
392,Muisne,EC,2021-12-09 05:58:34,0.6,-80.0333,296.88,88,100,3.81,light rain
393,Salvador,SV,2021-12-09 05:55:01,13.8333,-88.9167,293.23,83,88,1.05,overcast clouds
394,Zuwarah,LY,2021-12-09 05:58:36,32.9312,12.082,284.6,40,0,7.52,clear sky
395,Winnemucca,US,2021-12-09 05:56:49,40.973,-117.7357,277.65,69,100,3.21,overcast clouds
396,Mareeba,AU,2021-12-09 05:58:39,-17.0,145.4333,303.42,64,100,3.1,overcast clouds
397,Fortuna,US,2021-12-09 05:58:40,40.5982,-124.1573,282.96,75,90,0.45,overcast clouds
398,Anadyr,RU,2021-12-09 05:58:41,64.75,177.4833,253.43,84,75,7.0,light snow
399,Nizwa,OM,2021-12-09 05:56:50,22.9333,57.5333,296.01,25,19,1.05,few clouds
400,Wagar,SD,2021-12-09 05:58:45,16.1525,36.2032,297.91,64,0,5.46,clear sky
401,Bac Lieu,VN,2021-12-09 05:55:36,9.285,105.7244,301.71,70,99,7.16,overcast clouds
402,Podgorica,ME,2021-12-09 05:58:47,42.4411,19.2636,285.87,93,90,1.54,overcast clouds
403,Coihaique,CL,2021-12-09 05:58:48,-45.5752,-72.0662,286.12,67,0,2.57,clear sky
404,Ilulissat,GL,2021-12-09 05:58:51,69.2167,-51.1,265.5,59,100,5.2,overcast clouds
405,Pedreiras,BR,2021-12-09 05:58:52,-4.5688,-44.6003,296.58,98,100,0.37,heavy intensity rain
406,Bambanglipuro,ID,2021-12-09 05:56:23,-7.95,110.2833,300.84,75,98,2.11,overcast clouds
407,Teguise,ES,2021-12-09 05:58:55,29.0605,-13.564,288.27,77,20,6.69,few clouds
408,Szany,HU,2021-12-09 05:58:57,47.4642,17.304,274.3,86,90,5.14,moderate rain
409,Severo-Yeniseyskiy,RU,2021-12-09 05:58:58,60.3725,93.0408,251.43,93,100,6.45,overcast clouds
410,Pombas,CV,2021-12-09 05:58:59,17.1503,-25.0201,294.03,67,100,7.07,overcast clouds
411,Tabas,IR,2021-12-09 05:59:01,33.5959,56.9244,288.76,20,87,2.0,overcast clouds
412,Juba,SS,2021-12-09 05:55:11,4.8517,31.5825,303.83,34,71,2.43,broken clouds
413,Langxiang,CN,2021-12-09 05:59:03,46.95,128.8833,274.95,71,72,1.98,broken clouds
414,Kupang,ID,2021-12-09 05:59:05,-10.1667,123.5833,304.47,74,75,4.12,broken clouds
415,Kargil,IN,2021-12-09 05:59:06,34.5667,76.1,265.17,60,22,0.92,few clouds
416,Honiara,SB,2021-12-09 05:59:07,-9.4333,159.95,301.01,82,100,0.74,light rain
417,Tarko-Sale,RU,2021-12-09 05:59:09,64.9225,77.785,262.89,92,100,8.95,overcast clouds
418,Diego De Almagro,CL,2021-12-09 05:59:11,-26.3667,-70.05,288.8,57,92,1.31,overcast clouds
419,Poli,TZ,2021-12-09 05:59:12,-3.3333,36.8,291.98,77,69,1.87,broken clouds
420,Ler,SS,2021-12-09 05:59:14,8.3018,30.1418,300.32,28,19,4.33,few clouds
421,Kaspiysk,RU,2021-12-09 05:59:15,42.8816,47.6392,281.25,81,40,4.02,scattered clouds
422,Viedma,AR,2021-12-09 05:59:16,-40.8135,-62.9967,286.23,85,100,5.72,overcast clouds
423,Sulangan,PH,2021-12-09 05:59:19,11.1373,123.7228,300.17,81,100,12.09,moderate rain
424,Hare Bay,CA,2021-12-09 05:59:20,48.8499,-54.0148,268.81,63,100,1.03,overcast clouds
425,Soavinandriana,MG,2021-12-09 05:59:21,-19.1667,46.7333,297.62,35,3,1.34,clear sky
426,Juneau,US,2021-12-09 05:59:22,58.3019,-134.4197,275.49,100,100,1.76,snow
427,Karpathos,GR,2021-12-09 05:59:24,35.507,27.2132,289.13,67,11,5.14,few clouds
428,Strezhevoy,RU,2021-12-09 05:59:25,60.7333,77.5889,256.14,88,100,5.74,overcast clouds
429,North Bend,US,2021-12-09 05:59:27,43.4065,-124.2243,279.22,97,90,1.54,overcast clouds
430,Vestmannaeyjar,IS,2021-12-09 05:59:29,63.4427,-20.2734,276.43,96,100,16.44,overcast clouds
431,Maracacume,BR,2021-12-09 05:59:31,-2.0428,-45.9592,296.51,98,100,0.8,overcast clouds
432,Djibo,BF,2021-12-09 05:59:32,14.1022,-1.6306,293.35,17,9,4.59,clear sky
433,Luba,GQ,2021-12-09 05:59:33,3.4568,8.5547,300.26,79,14,0.45,light rain
434,Sistranda,NO,2021-12-09 05:59:35,63.7256,8.834,274.21,62,100,4.57,overcast clouds
435,Olavarria,AR,2021-12-09 05:59:36,-36.8927,-60.3225,291.49,89,93,3.3,overcast clouds
436,Zambezi,ZM,2021-12-09 05:59:37,-13.5432,23.1047,295.36,72,74,1.42,broken clouds
437,Tambura,SS,2021-12-09 05:59:38,5.6,27.4667,299.42,27,52,1.66,broken clouds
438,Majene,ID,2021-12-09 05:59:40,-3.5403,118.9707,302.61,66,97,2.23,overcast clouds
439,Funadhoo,MV,2021-12-09 05:59:41,6.15,73.2667,300.62,74,38,0.17,scattered clouds
440,Verkhnevilyuysk,RU,2021-12-09 05:59:43,63.4453,120.3167,243.17,96,95,1.9,overcast clouds
441,Aksarka,RU,2021-12-09 05:59:45,66.5606,67.7975,259.65,83,78,7.12,broken clouds
442,Atar,MR,2021-12-09 05:59:46,20.5169,-13.0499,290.16,15,91,4.73,overcast clouds
443,Berdigestyakh,RU,2021-12-09 05:59:47,62.0989,126.6992,248.33,99,100,0.95,overcast clouds
444,Helena,US,2021-12-09 05:59:48,46.5927,-112.0361,272.7,52,20,1.79,few clouds
445,Yerbogachen,RU,2021-12-09 05:59:50,61.2767,108.0108,252.27,90,72,5.33,broken clouds
446,Bourges,FR,2021-12-09 05:59:16,47.25,2.4167,273.92,96,35,2.68,scattered clouds
447,Hay River,CA,2021-12-09 05:59:52,60.8156,-115.7999,253.14,84,40,1.54,scattered clouds
448,Preobrazheniye,RU,2021-12-09 05:59:53,42.9019,133.9064,279.1,73,0,5.07,clear sky
449,Mgandu,TZ,2021-12-09 05:59:55,-5.95,34.1333,295.14,56,40,4.8,scattered clouds
450,Gwadar,PK,2021-12-09 05:59:56,25.1216,62.3254,296.44,24,38,3.29,scattered clouds
451,Paysandu,UY,2021-12-09 05:55:27,-32.3214,-58.0756,290.09,71,0,4.63,clear sky
452,Camacha,PT,2021-12-09 05:59:58,33.0833,-16.3333,289.57,59,75,4.12,broken clouds
453,Sorochinsk,RU,2021-12-09 06:00:00,52.4338,53.1583,269.26,81,100,6.72,overcast clouds
454,Ballinasloe,IE,2021-12-09 06:00:01,53.3275,-8.2194,276.9,86,99,2.75,overcast clouds
455,Jumla,NP,2021-12-09 06:00:04,29.2747,82.1838,286.39,20,0,2.39,clear sky
456,Grand-Lahou,CI,2021-12-09 06:00:09,5.1367,-5.0242,299.35,87,3,3.38,clear sky
457,San Roque,ES,2021-12-09 06:00:11,36.2107,-5.3842,281.84,89,8,4.68,clear sky
458,Pevek,RU,2021-12-09 06:00:22,69.7008,170.3133,247.65,94,100,5.44,overcast clouds
459,Mjolby,SE,2021-12-09 06:00:24,58.326,15.1237,273.21,79,100,4.34,overcast clouds
460,Necochea,AR,2021-12-09 06:00:26,-38.5473,-58.7368,291.5,62,100,5.41,overcast clouds
461,Rosetta,EG,2021-12-09 06:00:29,31.4044,30.4164,291.04,62,68,4.56,broken clouds
462,Faya,SA,2021-12-09 06:00:30,18.3851,42.4509,288.41,22,1,1.6,clear sky
463,Vostok,RU,2021-12-09 06:00:32,46.4856,135.8833,273.12,93,51,1.05,broken clouds
464,Westport,US,2021-12-09 05:55:39,41.1415,-73.3579,275.24,92,86,0.45,overcast clouds
465,La Palma,US,2021-12-09 06:00:34,33.8464,-118.0467,289.01,91,90,0.0,mist
466,Vilhena,BR,2021-12-09 06:00:35,-12.7406,-60.1458,294.11,96,100,0.47,overcast clouds
467,Curico,CL,2021-12-09 06:00:37,-34.9833,-71.2333,287.37,73,0,0.81,clear sky
468,Berbera,SO,2021-12-09 06:00:38,10.4396,45.0143,298.94,55,2,2.9,clear sky
469,Bengkulu,ID,2021-12-09 06:00:39,-3.8004,102.2655,302.42,67,63,3.6,light rain
470,Urucara,BR,2021-12-09 06:00:40,-2.5364,-57.76,296.81,98,100,0.97,overcast clouds
471,Byron Bay,AU,2021-12-09 06:00:42,-28.65,153.6167,302.62,81,6,3.72,clear sky
472,Avera,US,2021-12-09 06:00:43,33.194,-82.5271,280.21,84,0,1.38,clear sky
473,Andros Town,BS,2021-12-09 06:00:39,24.7,-77.7667,298.05,82,1,1.96,clear sky
474,Ucluelet,CA,2021-12-09 06:00:45,48.9329,-125.5528,276.53,91,93,3.96,overcast clouds
475,Syasstroy,RU,2021-12-09 06:00:48,60.1367,32.5691,256.55,98,45,2.37,scattered clouds
476,Barra Do Bugres,BR,2021-12-09 06:00:50,-15.0725,-57.1811,295.12,90,74,0.76,broken clouds
477,Yenagoa,NG,2021-12-09 06:00:51,4.9247,6.2642,298.17,93,0,0.38,clear sky
478,Mahebourg,MU,2021-12-09 06:00:53,-20.4081,57.7,302.31,61,40,5.66,scattered clouds
479,Pijijiapan,MX,2021-12-09 06:00:55,15.7011,-93.23,298.03,79,58,1.07,broken clouds
480,Karaton,ID,2021-12-09 06:00:56,-6.3424,106.1045,303.68,65,70,2.01,broken clouds
481,Waipawa,NZ,2021-12-09 06:00:57,-41.4122,175.5153,291.5,73,99,6.29,light rain
482,Leningradskiy,RU,2021-12-09 06:00:59,69.3833,178.4167,250.69,95,100,8.04,overcast clouds
483,Sola,VU,2021-12-09 06:01:00,-13.8833,167.55,301.33,75,95,2.93,overcast clouds
484,Eureka,US,2021-12-09 06:01:01,40.8021,-124.1637,283.11,87,100,2.68,overcast clouds
485,Ciudad Bolivar,VE,2021-12-09 06:01:02,8.1222,-63.5497,296.98,86,74,3.63,broken clouds
486,Borba,BR,2021-12-09 06:01:04,-4.3878,-59.5939,296.38,98,100,1.15,moderate rain
487,Pimentel,PE,2021-12-09 06:01:06,-6.8367,-79.9342,292.31,85,90,4.32,overcast clouds
488,Jalu,LY,2021-12-09 06:01:07,29.0331,21.5482,284.68,54,0,4.08,clear sky
489,Lethbridge,CA,2021-12-09 06:00:10,49.7,-112.8186,268.51,92,40,3.09,light snow
490,Naze,JP,2021-12-09 06:01:09,28.3667,129.4833,291.43,52,53,4.89,broken clouds
491,Tobol,KZ,2021-12-09 06:01:11,52.6844,62.5794,261.75,74,97,3.51,overcast clouds
492,Ormara,PK,2021-12-09 06:01:12,25.2088,64.6357,296.18,33,0,1.88,clear sky
493,Tabou,CI,2021-12-09 06:01:13,4.423,-7.3528,298.96,87,2,3.45,light rain
494,San Jose De Guanipa,VE,2021-12-09 06:01:14,8.8872,-64.1651,295.71,89,62,4.25,broken clouds
495,Furstenfeld,AT,2021-12-09 06:01:16,47.05,16.0833,274.4,98,100,2.53,light snow
496,Malibu,US,2021-12-09 06:01:17,34.005,-118.8101,289.02,92,13,0.89,few clouds
497,Aricestii-Rahtivani,RO,2021-12-09 06:01:18,44.95,25.8333,273.3,91,55,1.75,broken clouds
498,Doha,QA,2021-12-09 05:57:19,25.2867,51.5333,297.14,64,0,2.57,clear sky
499,Bonavista,CA,2021-12-09 06:01:23,48.6499,-53.1147,273.21,56,100,0.74,overcast clouds
500,Lamu,KE,2021-12-09 06:01:24,-2.2717,40.902,303.27,72,30,2.76,light rain
501,San Andres,CO,2021-12-09 06:01:25,12.5847,-81.7006,300.65,75,63,8.59,broken clouds
502,Lufilufi,WS,2021-12-09 06:01:27,-13.8745,-171.5986,301.92,70,99,4.49,overcast clouds
503,Camana,PE,2021-12-09 06:01:28,-16.6228,-72.7111,292.27,86,99,2.4,overcast clouds
504,Coquimbo,CL,2021-12-09 06:01:29,-29.9533,-71.3436,288.02,88,12,1.37,few clouds
505,Kushima,JP,2021-12-09 06:01:31,31.4583,131.2333,290.44,57,22,2.11,few clouds
506,Dunedin,NZ,2021-12-09 06:01:21,-45.8742,170.5036,285.26,95,88,2.68,overcast clouds
507,General Roca,AR,2021-12-09 06:01:33,-39.0333,-67.5833,285.3,61,88,4.44,overcast clouds
508,Lorengau,PG,2021-12-09 06:01:34,-2.0226,147.2712,299.91,85,100,8.76,overcast clouds
509,Chokwe,MZ,2021-12-09 06:01:36,-24.5333,32.9833,297.39,78,96,0.84,overcast clouds
510,Samoylovka,RU,2021-12-09 06:01:37,51.184,43.7081,274.28,86,100,3.74,overcast clouds
511,Aloleng,PH,2021-12-09 06:01:38,16.1307,119.7824,301.82,54,97,4.14,overcast clouds
512,Teluk Nibung,ID,2021-12-09 06:01:40,3.001,99.8164,302.27,69,91,3.14,overcast clouds
513,Bintulu,MY,2021-12-09 06:01:42,3.1667,113.0333,302.62,71,66,2.64,broken clouds
514,Tauranga,NZ,2021-12-09 05:56:59,-37.6861,176.1667,298.11,55,89,2.68,overcast clouds
515,Sungaipenuh,ID,2021-12-09 06:01:44,-2.0833,101.3833,295.67,88,76,1.12,broken clouds
516,Farmington,US,2021-12-09 06:01:46,36.7281,-108.2187,278.58,72,90,3.09,overcast clouds
517,Davila,PH,2021-12-09 06:01:48,18.4726,120.5763,298.36,65,33,10.02,scattered clouds
518,Itoman,JP,2021-12-09 06:01:49,26.1247,127.6694,296.16,46,20,5.66,few clouds
519,Gayny,RU,2021-12-09 06:01:50,60.3071,54.3241,269.34,96,100,2.44,overcast clouds
520,Teknaf,BD,2021-12-09 06:01:51,20.8624,92.3058,301.42,64,11,3.46,few clouds
521,Finschhafen,PG,2021-12-09 06:01:53,-6.6024,147.8681,302.41,75,98,5.3,overcast clouds
522,Koygorodok,RU,2021-12-09 06:01:54,60.445,50.9968,267.26,97,100,0.36,light snow
523,Sosva,RU,2021-12-09 06:01:55,59.1766,61.8558,267.03,96,98,2.01,overcast clouds
