City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Fayaoue,NC,2021-12-05 21:15:27,-20.65,166.5333,300.36,69,38,3.19
296,North Bend,US,2021-12-05 21:15:27,43.4065,-124.2243,285.46,86,1,2.06
297,Wangaratta,AU,2021-12-05 21:15:27,-36.3667,146.3333,290.87,65,72,2.06
298,Lorengau,PG,2021-12-05 21:15:28,-2.0226,147.2712,302.02,79,55,6.92
299,Nelson Bay,AU,2021-12-05 21:15:28,-32.7167,152.15,293.77,66,100,0.45
300,Tuatapere,NZ,2021-12-05 21:10:33,-46.1333,167.6833,284.72,63,97,2.58
301,Luanda,AO,2021-12-05 21:15:09,-8.8368,13.2343,298.98,84,81,4.37
302,Rocha,UY,2021-12-05 21:15:28,-34.4833,-54.3333,291.24,93,91,3.65
303,Tervel,BG,2021-12-05 21:15:29,43.75,27.4,282.72,94,38,5.05
304,Fortuna,US,2021-12-05 21:15:29,40.5982,-124.1573,286.11,94,90,0.89
305,Rundu,NA,2021-12-05 21:15:29,-17.9333,19.7667,293.71,77,97,4.1
306,Tura,IN,2021-12-05 21:15:29,25.5198,90.2201,291.81,83,100,0.38
307,Hambantota,LK,2021-12-05 21:15:30,6.1241,81.1185,298.22,89,9,2.79
308,Bograd,RU,2021-12-05 21:15:30,54.2344,90.8328,261.01,90,90,1.56
309,Kyra,RU,2021-12-05 21:15:30,49.5776,111.9753,260.36,90,18,1.22
310,Tecpan,GT,2021-12-05 21:15:31,14.7623,-90.9947,295.57,51,17,2.81
311,Richards Bay,ZA,2021-12-05 21:15:31,-28.783,32.0377,298.08,78,93,7.19
312,Boddam,GB,2021-12-05 21:15:31,57.4667,-1.7833,274.88,68,23,3.1
313,Hami,CN,2021-12-05 21:15:31,42.8,93.45,272.6,47,99,2.37
314,Kirakira,SB,2021-12-05 21:15:32,-10.4544,161.9205,300.82,83,99,2.81
315,Luau,AO,2021-12-05 21:15:25,-10.7073,22.2247,291.78,88,47,1.02
316,Roald,NO,2021-12-05 21:15:32,62.5833,6.1333,275.56,69,40,7.2
317,Albanel,CA,2021-12-05 21:15:32,48.8832,-72.4487,261.23,66,99,2.06
318,San Juan,AR,2021-12-05 21:15:32,-31.5375,-68.5364,303.18,31,5,4.48
319,Cizre,TR,2021-12-05 21:15:33,37.3272,42.1903,284.99,32,84,0.52
320,Key Largo,US,2021-12-05 21:15:33,25.0865,-80.4473,300.38,61,51,3.0
321,Laguna,US,2021-12-05 21:15:33,38.421,-121.4238,295.73,82,90,0.0
322,Coquimbo,CL,2021-12-05 21:15:34,-29.9533,-71.3436,290.0,77,40,5.14
323,Pilar,BR,2021-12-05 21:15:34,-9.5972,-35.9567,297.11,86,66,3.24
324,Ararat,AM,2021-12-05 21:15:34,39.8317,44.7049,270.34,41,94,2.32
325,Qui Nhon,VN,2021-12-05 21:15:29,13.7667,109.2333,293.76,93,100,5.04
326,Esperantinopolis,BR,2021-12-05 21:15:34,-4.8667,-44.7083,299.52,83,48,0.67
327,Tilichiki,RU,2021-12-05 21:15:35,60.4667,166.1,254.42,97,93,1.44
328,Walvis Bay,NA,2021-12-05 21:15:35,-22.9575,14.5053,290.68,63,0,3.09
329,Soyo,AO,2021-12-05 21:15:35,-6.1349,12.3689,299.4,85,94,3.35
330,Chernyshevskiy,RU,2021-12-05 21:15:36,63.0128,112.4714,234.86,100,22,1.38
331,Kumanovo,MK,2021-12-05 21:15:36,42.1322,21.7144,282.14,89,66,3.5
332,Norman Wells,CA,2021-12-05 21:15:36,65.282,-126.8329,248.58,80,54,2.18
333,Andros Town,BS,2021-12-05 21:15:14,24.7,-77.7667,300.13,74,9,4.48
334,Aksu,CN,2021-12-05 21:15:36,41.1231,80.2644,271.77,47,100,1.28
335,Los Llanos De Aridane,ES,2021-12-05 21:15:37,28.6585,-17.9182,291.01,73,75,7.6
336,Bacolod,PH,2021-12-05 21:15:37,10.6667,122.95,297.19,85,83,4.77
337,Buga,CO,2021-12-05 21:15:37,3.9009,-76.2978,300.99,81,100,1.1
338,Pangkalanbuun,ID,2021-12-05 21:15:37,-2.6833,111.6167,296.38,98,100,1.19
339,Yhu,PY,2021-12-05 21:15:38,-25.05,-55.9167,305.64,39,27,2.76
340,Lavrentiya,RU,2021-12-05 21:15:38,65.5833,-171.0,271.95,98,100,4.36
341,Sibolga,ID,2021-12-05 21:11:50,1.7427,98.7792,297.11,88,94,1.75
342,Jabinyanah,TN,2021-12-05 21:15:38,35.035,10.9081,284.04,62,5,6.96
343,Tukrah,LY,2021-12-05 21:15:39,32.5341,20.5791,291.01,67,55,6.93
344,Manavalakurichi,IN,2021-12-05 21:15:39,8.1333,77.3,299.2,87,76,3.81
345,Lumphat,KH,2021-12-05 21:15:39,13.4878,106.9816,290.73,93,88,1.68
346,George Town,MY,2021-12-05 21:15:11,5.4112,100.3354,298.65,79,20,2.57
347,Takoradi,GH,2021-12-05 21:15:40,4.8845,-1.7554,300.35,83,67,4.76
348,Belmonte,BR,2021-12-05 21:15:40,-15.8631,-38.8828,299.43,81,0,2.57
349,Sompeta,IN,2021-12-05 21:15:40,18.9333,84.6,296.39,89,100,1.6
350,Tank,PK,2021-12-05 21:15:41,32.2217,70.3793,288.25,47,6,1.13
351,Umm Lajj,SA,2021-12-05 21:15:41,25.0213,37.2685,297.51,75,9,4.65
352,Broome,US,2021-12-05 21:15:41,42.2506,-75.833,278.8,58,20,0.89
353,Redmond,US,2021-12-05 21:15:41,47.674,-122.1215,280.11,88,96,0.45
354,Vredendal,ZA,2021-12-05 21:15:42,-31.6683,18.5012,290.81,79,25,3.72
355,Kloulklubed,PW,2021-12-05 21:15:42,7.0419,134.2556,297.43,76,100,4.2
356,Impfondo,CG,2021-12-05 21:15:42,1.6381,18.0667,295.89,92,99,0.76
357,High Level,CA,2021-12-05 21:15:42,58.5169,-117.136,246.21,83,1,0.0
358,Galdar,ES,2021-12-05 21:15:43,28.147,-15.6502,291.43,73,34,8.06
359,Nauta,PE,2021-12-05 21:15:43,-4.5061,-73.5757,298.51,95,92,1.62
360,Kendari,ID,2021-12-05 21:15:44,-3.945,122.4989,297.0,94,100,0.28
361,Srednekolymsk,RU,2021-12-05 21:15:44,67.45,153.6833,228.22,100,71,2.14
362,Suntar,RU,2021-12-05 21:15:44,62.1444,117.6319,244.2,96,72,2.14
363,Ossora,RU,2021-12-05 21:15:44,59.2353,163.0719,262.16,80,95,4.24
364,Artyom,AZ,2021-12-05 21:15:45,40.4723,50.333,281.23,72,100,5.98
365,Altamira,BR,2021-12-05 21:15:45,-3.2033,-52.2064,304.2,70,40,1.03
366,Okhotsk,RU,2021-12-05 21:15:45,59.3833,143.3,247.73,88,19,4.13
367,De-Kastri,RU,2021-12-05 21:15:46,51.4667,140.7833,262.87,85,95,2.11
368,Yuanping,CN,2021-12-05 21:15:46,38.7153,112.7575,273.63,41,0,2.59
369,Torbay,CA,2021-12-05 21:15:46,47.6666,-52.7314,274.41,68,75,4.12
370,Narsaq,GL,2021-12-05 21:15:47,60.9167,-46.05,270.27,90,100,7.25
371,Russell,US,2021-12-05 21:15:47,32.3502,-85.1999,295.93,57,1,0.0
372,Saint-Louis,SN,2021-12-05 21:11:30,16.3333,-15.0,302.89,11,100,4.26
373,Upernavik,GL,2021-12-05 21:15:48,72.7868,-56.1549,270.67,72,100,0.95
374,Atikokan,CA,2021-12-05 21:15:48,48.7555,-91.6216,268.41,93,100,4.57
375,Ostrovnoy,RU,2021-12-05 21:15:48,68.0531,39.5131,260.01,74,85,9.6
376,Batemans Bay,AU,2021-12-05 21:15:49,-35.7167,150.1833,291.04,62,99,1.36
377,Shimoda,JP,2021-12-05 21:15:49,34.6667,138.95,282.1,83,100,6.79
378,Inhambane,MZ,2021-12-05 21:15:49,-23.865,35.3833,299.01,80,0,6.29
379,Beringovskiy,RU,2021-12-05 21:12:59,63.05,179.3167,259.51,81,100,17.24
380,Aklavik,CA,2021-12-05 21:15:50,68.2191,-135.0107,249.61,84,3,3.44
381,Parakai,NZ,2021-12-05 21:15:50,-36.65,174.4333,296.53,61,54,3.28
382,Bandarbeyla,SO,2021-12-05 21:15:50,9.4942,50.8122,298.12,63,5,8.01
383,Lata,PT,2021-12-05 21:15:50,40.1629,-8.3327,285.27,93,44,1.68
384,Ledyard,US,2021-12-05 21:15:51,41.4398,-72.0142,279.88,49,1,2.57
385,Kununurra,AU,2021-12-05 21:11:16,-15.7667,128.7333,297.14,94,99,2.57
386,Nakamura,JP,2021-12-05 21:15:51,32.9833,132.9333,281.55,88,100,1.33
387,Tarija,BO,2021-12-05 21:15:51,-21.5355,-64.7296,293.1,73,75,3.09
388,Pietarsaari,FI,2021-12-05 21:15:51,63.65,22.6833,259.2,92,6,2.27
389,Tessalit,ML,2021-12-05 21:11:54,20.1986,1.0114,294.18,15,86,4.37
390,Hatillo,PR,2021-12-05 21:15:52,18.4863,-66.8254,303.07,80,26,3.58
391,Mehndawal,IN,2021-12-05 21:15:52,26.9753,83.1117,292.92,67,5,1.92
392,Port Hardy,CA,2021-12-05 21:15:39,50.6996,-127.4199,276.15,93,75,2.57
393,Hanmer Springs,NZ,2021-12-05 21:15:52,-42.5167,172.8167,280.99,97,100,1.63
394,Dajal,PK,2021-12-05 21:15:53,29.5577,70.3762,289.56,28,0,3.38
395,Bay City,US,2021-12-05 21:15:53,43.5945,-83.8889,274.58,92,90,2.68
396,Minsk,BY,2021-12-05 21:15:53,53.9,27.5667,269.01,96,100,1.91
397,Neyshabur,IR,2021-12-05 21:15:54,36.2133,58.7958,279.38,39,41,0.53
398,Kingston,JM,2021-12-05 21:15:38,17.997,-76.7936,302.68,72,20,2.24
399,Kosh-Agach,RU,2021-12-05 21:15:54,50.0,88.6667,260.71,57,100,0.67
400,Mahajanga,MG,2021-12-05 21:15:54,-15.7167,46.3167,301.64,68,50,1.27
401,Saint Anthony,US,2021-12-05 21:15:55,45.0205,-93.218,277.67,69,90,1.34
402,Carrollton,US,2021-12-05 21:15:55,32.9537,-96.8903,298.55,65,75,1.34
403,Tateyama,JP,2021-12-05 21:15:55,34.9833,139.8667,281.49,74,100,4.74
404,Alofi,NU,2021-12-05 21:15:56,-19.0595,-169.9187,301.09,78,88,7.72
405,Xam Nua,LA,2021-12-05 21:15:56,20.4197,104.0439,281.76,81,99,0.68
406,Ferme-Neuve,CA,2021-12-05 21:15:56,46.7001,-75.4493,266.03,54,100,0.63
407,Phan Thiet,VN,2021-12-05 21:15:47,10.9333,108.1,294.89,89,88,1.67
408,Behbahan,IR,2021-12-05 21:15:57,30.5959,50.2417,284.77,34,85,2.18
409,Miandrivazo,MG,2021-12-05 21:15:57,-19.5167,45.4667,302.61,52,76,1.14
410,Svetlyy,RU,2021-12-05 21:15:57,54.675,20.1347,271.18,93,100,6.45
411,Progreso,MX,2021-12-05 21:15:58,21.2833,-89.6667,304.21,54,0,5.47
412,Hasaki,JP,2021-12-05 21:15:58,35.7333,140.8333,280.53,64,100,5.79
413,Emmauss,RU,2021-12-05 21:15:58,56.7805,36.115,262.01,94,100,3.34
414,Lagoa,PT,2021-12-05 21:15:59,39.05,-27.9833,290.49,75,73,5.18
415,Belyy Yar,RU,2021-12-05 21:15:59,53.6039,91.3903,262.09,79,73,2.0
416,Jardim,BR,2021-12-05 21:15:59,-21.4803,-56.1381,305.75,30,96,2.56
417,Tautira,PF,2021-12-05 21:16:00,-17.7333,-149.15,303.16,73,69,7.55
418,Uray,RU,2021-12-05 21:16:00,60.1247,64.7758,247.17,100,55,1.27
419,Khilok,RU,2021-12-05 21:16:00,51.3674,110.4676,262.13,91,19,1.6
420,Tambun,ID,2021-12-05 21:16:00,-6.2641,107.0712,299.28,94,40,0.0
421,Mchinji,MW,2021-12-05 21:16:01,-13.7984,32.8802,296.27,49,1,4.33
422,Desaguadero,PE,2021-12-05 21:16:01,-16.5656,-69.0417,285.52,56,100,5.75
423,Romny,UA,2021-12-05 21:16:01,50.751,33.4747,271.95,69,100,3.24
424,Pacific Grove,US,2021-12-05 21:13:00,36.6177,-121.9166,296.65,75,40,1.34
425,La Plata,AR,2021-12-05 21:11:31,-34.9215,-57.9545,297.1,81,47,4.03
426,Mana,GF,2021-12-05 21:16:02,5.6592,-53.7767,298.58,89,100,3.82
427,Constitucion,CL,2021-12-05 21:16:03,-35.3333,-72.4167,293.15,58,5,2.45
428,Boyolangu,ID,2021-12-05 21:16:03,-8.1181,111.8935,297.59,89,100,1.76
429,Araouane,ML,2021-12-05 21:16:03,18.9048,-3.5265,291.78,13,56,4.86
430,Hirara,JP,2021-12-05 21:16:04,24.8,125.2833,294.32,69,36,8.36
431,Smithers,CA,2021-12-05 21:15:44,54.7804,-127.1743,264.33,86,90,0.0
432,Ambulu,ID,2021-12-05 21:16:04,-8.345,113.6058,297.88,91,100,1.8
433,Coihaique,CL,2021-12-05 21:16:05,-45.5752,-72.0662,294.49,46,75,3.09
434,Hofn,IS,2021-12-05 21:16:05,64.2539,-15.2082,278.71,83,100,13.96
435,Moose Factory,CA,2021-12-05 21:16:05,51.2585,-80.6094,261.15,79,1,2.06
436,Doraha,IN,2021-12-05 21:16:06,30.8167,76.0167,287.68,75,0,1.77
437,Golden,US,2021-12-05 21:11:57,39.7555,-105.2211,291.86,13,97,4.02
438,Fort Frances,CA,2021-12-05 21:13:23,48.5999,-93.4003,269.27,59,90,2.68
439,Akyab,MM,2021-12-05 21:16:06,20.15,92.9,297.89,80,13,1.83
440,Fukumitsu,JP,2021-12-05 21:16:06,36.55,136.8667,277.56,87,97,0.67
441,Sai Buri,TH,2021-12-05 21:16:07,6.7013,101.6168,296.41,79,82,1.05
442,Mitsamiouli,KM,2021-12-05 21:16:07,-11.3847,43.2844,300.47,77,28,4.76
443,Tashara,RU,2021-12-05 21:16:07,55.5195,83.5094,271.61,92,92,5.57
444,Hamilton,US,2021-12-05 21:15:29,39.1834,-84.5333,289.81,63,20,0.45
445,Nicolas Bravo,MX,2021-12-05 21:16:08,18.45,-88.9167,301.64,47,5,2.05
446,Gunjur,GM,2021-12-05 21:16:08,13.2019,-16.7339,297.19,78,100,2.57
447,Karaton,ID,2021-12-05 21:16:08,-6.3424,106.1045,297.24,92,100,0.79
448,Saint-Georges,GD,2021-12-05 21:15:55,12.0564,-61.7485,299.97,83,75,7.72
449,Abu Zabad,SD,2021-12-05 21:16:09,12.35,29.25,296.13,24,6,5.2
450,Cuamba,MZ,2021-12-05 21:16:09,-14.8031,36.5372,299.52,40,94,3.55
451,Ponta Do Sol,PT,2021-12-05 21:13:05,32.6667,-17.1,292.5,75,43,3.7
452,Truro,GB,2021-12-05 21:15:37,50.2653,-5.0544,280.75,76,75,3.09
453,Kouroussa,GN,2021-12-05 21:16:10,10.65,-9.8833,298.39,21,4,1.1
454,Biu,NG,2021-12-05 21:16:10,10.6129,12.1946,296.62,24,42,3.79
455,Marsa Matruh,EG,2021-12-05 21:16:10,31.3525,27.2453,291.42,72,96,5.92
456,Novyy Urgal,RU,2021-12-05 21:16:11,51.0736,132.5642,257.31,98,100,0.64
457,Saint Paul,US,2021-12-05 21:11:58,44.9444,-93.0933,278.02,72,90,0.89
458,Acarau,BR,2021-12-05 21:16:11,-2.8856,-40.12,300.73,79,11,8.54
459,Carndonagh,IE,2021-12-05 21:16:12,55.25,-7.2667,277.94,87,100,3.52
460,Bodden Town,KY,2021-12-05 21:16:12,19.2833,-81.25,303.15,80,40,2.68
461,Manakara,MG,2021-12-05 21:16:12,-22.1333,48.0167,297.0,92,1,3.25
462,Areosa,PT,2021-12-05 21:16:12,41.7178,-8.8571,285.55,87,69,5.59
463,Contai,IN,2021-12-05 21:16:13,21.7786,87.7536,294.99,97,100,5.06
464,Taos,US,2021-12-05 21:16:13,36.4072,-105.5731,287.7,26,1,2.68
465,Marica,BR,2021-12-05 21:16:13,-22.9194,-42.8186,301.24,87,31,6.82
466,Vikulovo,RU,2021-12-05 21:16:13,56.8167,70.6107,272.42,95,100,3.89
467,Ejido,VE,2021-12-05 21:16:14,8.5514,-71.2375,297.14,72,99,1.62
468,Sao Felix Do Xingu,BR,2021-12-05 21:16:14,-6.6447,-51.995,298.19,88,94,0.5
469,Conceicao Do Araguaia,BR,2021-12-05 21:16:14,-8.2578,-49.2647,299.58,82,99,1.87
470,Ghanzi,BW,2021-12-05 21:16:14,-21.5667,21.7833,295.95,59,59,7.34
471,Olafsvik,IS,2021-12-05 21:15:26,64.8945,-23.7142,278.33,90,100,1.09
472,Katsuura,JP,2021-12-05 21:16:15,35.1333,140.3,281.54,73,99,5.23
473,Springbok,ZA,2021-12-05 21:16:15,-29.6643,17.8865,285.64,82,96,3.05
474,Rolla,US,2021-12-05 21:16:16,37.9514,-91.7713,295.23,45,1,4.02
475,Shingu,JP,2021-12-05 21:16:16,33.7333,135.9833,284.21,89,98,2.42
476,Zhoucheng,CN,2021-12-05 21:16:16,35.9122,116.3117,277.12,61,62,1.87
477,Tigil,RU,2021-12-05 21:16:17,57.8,158.6667,267.25,91,100,8.9
478,Paso De Carrasco,UY,2021-12-05 21:16:17,-34.8603,-56.0522,293.68,80,75,6.17
479,Mount Gambier,AU,2021-12-05 21:16:17,-37.8333,140.7667,285.46,65,97,2.23
480,Chuka,KE,2021-12-05 21:16:17,-0.3332,37.6459,288.15,93,86,1.91
481,Nova Olimpia,BR,2021-12-05 21:13:38,-14.7972,-57.2881,301.54,83,99,0.53
482,Qaqortoq,GL,2021-12-05 21:15:19,60.7167,-46.0333,270.43,85,100,12.31
483,Evensk,RU,2021-12-05 21:16:18,61.95,159.2333,247.0,81,20,3.27
484,Qandala,SO,2021-12-05 21:14:03,11.472,49.8728,297.1,68,9,2.58
485,Chake Chake,TZ,2021-12-05 21:16:18,-5.2459,39.7666,298.55,82,98,2.67
486,Usinsk,RU,2021-12-05 21:16:19,65.9939,57.5281,254.51,98,95,3.24
487,Pecos,US,2021-12-05 21:13:04,31.4229,-103.4932,299.29,19,1,0.0
488,Westport,US,2021-12-05 21:16:19,41.1415,-73.3579,281.69,55,1,0.89
489,Yulara,AU,2021-12-05 21:16:19,-25.2406,130.9889,291.06,77,0,3.09
490,Port Moresby,PG,2021-12-05 21:16:19,-9.4431,147.1797,298.08,85,100,1.9
491,Lipany,SK,2021-12-05 21:16:20,49.1538,20.9638,274.7,98,100,0.21
492,Wonthaggi,AU,2021-12-05 21:16:20,-38.6044,145.5913,293.36,72,98,2.53
493,Sao Miguel Do Araguaia,BR,2021-12-05 21:16:20,-13.275,-50.1628,298.61,86,79,1.82
494,Mangai,CD,2021-12-05 21:16:21,-4.05,19.5333,294.38,99,100,1.09
495,Sangar,RU,2021-12-05 21:16:21,63.9242,127.4739,248.09,93,100,3.72
496,Palmer,US,2021-12-05 21:16:21,42.1584,-72.3287,278.94,50,75,2.06
497,Barma,SL,2021-12-05 21:16:22,8.35,-11.3333,297.21,85,36,1.13
498,Slave Lake,CA,2021-12-05 21:16:22,55.2834,-114.769,256.14,60,1,5.14
499,Doka,SD,2021-12-05 21:16:22,13.5167,35.7667,299.0,26,0,4.51
500,Braila,RO,2021-12-05 21:16:23,45.2667,27.9833,278.46,93,92,1.48
501,Kropotkin,RU,2021-12-05 21:16:23,45.4375,40.5756,278.96,94,98,1.78
502,Sehithwa,BW,2021-12-05 21:16:24,-20.4667,22.7167,295.74,68,100,2.03
503,Flin Flon,CA,2021-12-05 21:16:24,54.7682,-101.865,251.06,59,20,3.09
504,Mugur-Aksy,RU,2021-12-05 21:16:24,50.35,90.5,260.07,50,99,2.9
505,Kupino,RU,2021-12-05 21:16:24,54.3663,77.2981,268.89,93,87,4.31
506,Sokolka,PL,2021-12-05 21:16:25,53.4072,23.5023,271.29,93,100,3.39
507,Deputatskiy,RU,2021-12-05 21:16:25,69.3,139.9,242.16,97,100,1.23
508,Puerto Baquerizo Moreno,EC,2021-12-05 21:16:25,-0.9,-89.6,295.7,78,75,4.12
509,San Marcos,US,2021-12-05 21:14:09,33.1434,-117.1661,299.94,65,1,0.45
510,Iralaya,HN,2021-12-05 21:16:25,15.0,-83.2333,302.2,78,16,3.95
511,Torit,SS,2021-12-05 21:16:26,4.4133,32.5678,298.91,46,69,1.93
512,Stromness,GB,2021-12-05 21:16:26,58.965,-3.296,277.29,54,70,4.2
513,Salaya,IN,2021-12-05 21:16:26,22.3167,69.6,296.45,53,0,4.7
514,Naryan-Mar,RU,2021-12-05 21:16:27,67.6713,53.087,267.34,92,100,7.15
515,Sturgeon Bay,US,2021-12-05 21:11:47,44.8342,-87.377,273.76,93,90,6.69
516,Keningau,MY,2021-12-05 21:16:27,5.3378,116.1602,295.4,99,100,0.6
517,Tibacuy,CO,2021-12-05 21:16:27,4.3511,-72.4564,305.95,45,91,4.84
518,Ribeira Brava,PT,2021-12-05 21:16:28,32.65,-17.0667,292.5,76,40,4.24
519,Northam,GB,2021-12-05 21:16:28,51.0333,-4.2167,278.41,71,71,4.15
520,Pionerskiy,RU,2021-12-05 21:16:28,54.9508,20.2275,271.06,84,100,9.28
521,Lashio,MM,2021-12-05 21:16:29,22.9333,97.75,286.51,94,11,0.54
522,Guilin,CN,2021-12-05 21:16:29,25.2819,110.2864,277.21,64,0,1.66
523,Veraval,IN,2021-12-05 21:16:29,20.9,70.3667,295.96,60,0,5.02
524,Bonavista,CA,2021-12-05 21:16:29,48.6499,-53.1147,274.88,59,92,5.93
525,Strelka,RU,2021-12-05 21:16:30,58.0728,93.0344,270.88,96,100,4.67
526,Vila Franca Do Campo,PT,2021-12-05 21:16:30,37.7167,-25.4333,291.04,83,41,1.56
527,Shitanjing,CN,2021-12-05 21:16:30,39.2342,106.3439,270.8,38,2,2.01
528,Beloha,MG,2021-12-05 21:16:30,-25.1667,45.05,296.35,87,0,2.48
529,Delmas,HT,2021-12-05 21:16:31,18.5447,-72.3028,304.55,43,20,7.2
530,Satun,TH,2021-12-05 21:16:31,6.8333,100.0,297.99,91,42,1.55
531,Nedryhayliv,UA,2021-12-05 21:16:31,50.834,33.8763,272.07,70,100,3.2
532,Cap Malheureux,MU,2021-12-05 21:16:32,-19.9842,57.6142,298.97,67,5,2.24
533,Acapulco,MX,2021-12-05 21:13:30,16.8634,-99.8901,303.05,74,1,4.12
534,Myitkyina,MM,2021-12-05 21:16:32,25.3833,97.4,289.44,82,39,0.93
535,Harper,LR,2021-12-05 21:16:33,4.375,-7.7169,300.2,80,9,3.73
536,Alexandria,EG,2021-12-05 21:16:31,31.2156,29.9553,292.44,65,75,3.77
537,Danielskuil,ZA,2021-12-05 21:16:33,-28.1887,23.5395,288.82,43,3,2.85
538,Tabas,IR,2021-12-05 21:16:33,33.5959,56.9244,284.1,32,89,1.23
539,Pandan,PH,2021-12-05 21:16:34,14.0453,124.1694,297.81,82,94,6.88
540,Bojnurd,IR,2021-12-05 21:16:34,37.4747,57.329,275.12,75,0,0.0
541,Antofagasta,CL,2021-12-05 21:12:13,-23.65,-70.4,291.75,66,32,3.35
542,Buchanan,LR,2021-12-05 21:16:34,5.8808,-10.0467,297.13,82,75,3.18
543,Kargasok,RU,2021-12-05 21:16:35,59.0556,80.8572,272.63,98,100,4.66
544,Pemangkat,ID,2021-12-05 21:16:35,1.1667,108.9667,299.5,81,100,4.78
545,Losal,IN,2021-12-05 21:16:35,27.4,74.9167,290.04,68,27,2.08
546,Longyearbyen,SJ,2021-12-05 21:15:23,78.2186,15.6401,262.06,79,75,6.17
547,Skole,UA,2021-12-05 21:16:36,49.0372,23.5135,274.15,95,100,0.74
548,Bay Saint Louis,US,2021-12-05 21:12:48,30.3088,-89.33,297.77,78,75,7.2
549,Ucluelet,CA,2021-12-05 21:13:30,48.9329,-125.5528,278.2,76,100,2.54
550,Saint-Paul,RE,2021-12-05 21:16:36,-21.0096,55.2707,298.2,81,29,1.36
551,Karratha,AU,2021-12-05 21:16:36,-20.7377,116.8463,302.06,35,20,6.11
552,Toamasina,MG,2021-12-05 21:16:36,-18.1667,49.3833,298.14,77,41,1.28
553,Saskylakh,RU,2021-12-05 21:16:37,71.9167,114.0833,241.18,96,100,2.02
554,Gornozavodsk,RU,2021-12-05 21:16:37,58.3758,58.3211,255.94,97,95,2.25
555,Kuvandyk,RU,2021-12-05 21:16:37,51.4781,57.3552,272.15,91,100,2.36
556,Altamirano,MX,2021-12-05 21:16:38,16.8833,-92.15,294.46,46,0,2.13
557,Parkersburg,US,2021-12-05 21:15:12,39.2667,-81.5615,289.89,50,75,1.79
558,Syracuse,IT,2021-12-05 21:16:38,37.0881,15.2792,286.18,70,22,5.37
559,Falun,SE,2021-12-05 21:16:38,60.6036,15.626,263.51,89,67,1.75
560,Mayumba,GA,2021-12-05 21:16:39,-3.432,10.6554,299.11,91,99,0.97
561,Payo,ID,2021-12-05 21:16:39,-3.7508,103.6372,295.48,99,100,1.2
562,Sarny,UA,2021-12-05 21:16:39,51.338,26.6019,271.39,95,100,2.41
563,Sirsaganj,IN,2021-12-05 21:16:40,27.05,78.7,293.59,49,94,2.35
564,Llanelli,GB,2021-12-05 21:16:40,51.682,-4.1619,279.91,84,20,2.06
565,Nouadhibou,MR,2021-12-05 21:16:40,20.931,-17.0347,294.14,52,14,4.63
566,Ustka,PL,2021-12-05 21:16:41,54.5805,16.8619,274.35,83,99,8.43
567,Linhares,BR,2021-12-05 21:16:41,-19.3911,-40.0722,296.22,90,34,2.54
568,Plouzane,FR,2021-12-05 21:16:41,48.3833,-4.6167,280.25,73,75,4.12
569,Santa Fe,AR,2021-12-05 21:16:42,-31.6333,-60.7,301.49,53,91,1.79
570,Buala,SB,2021-12-05 21:16:42,-8.145,159.5921,300.21,85,100,4.02
571,Roura,GF,2021-12-05 21:16:42,4.7263,-52.3274,300.35,89,75,3.09
572,Omboue,GA,2021-12-05 21:16:42,-1.5746,9.2618,299.08,88,100,2.86
573,Porto Santo,PT,2021-12-05 21:16:43,33.072,-16.3415,292.1,63,40,5.66
574,Tungor,RU,2021-12-05 21:16:43,53.3808,142.9564,260.69,90,80,3.55
575,La Rioja,ES,2021-12-05 21:16:43,42.25,-2.5,275.64,98,100,3.21
576,Finnsnes,NO,2021-12-05 21:16:44,69.2296,17.9811,265.13,87,9,1.82
577,Azul,AR,2021-12-05 21:16:44,-36.777,-59.8585,294.03,59,82,2.79
578,Baoro,CF,2021-12-05 21:16:44,5.6667,15.9667,297.62,40,100,1.48
